id,question,subset,expected_document,erreur,duree_secondes,documents_recuperes,rang_document_attendu,nombre_passages,candidats_recuperes,reranking_utilise,contexte_insuffisant,motif_absence,perimetre_statut,perimetre_contraignant,perimetre_libelle,hit@1,precision@1,recall@1,mrr@1,map@1,hit@3,precision@3,recall@3,mrr@3,map@3,hit@5,precision@5,recall@5,mrr@5,map@5,hit@10,precision@10,recall@10,mrr@10,map@10
paper_tab:44c4bd6decc86f1091b5fc0728873d9324cdde4e,How big is the Japanese data?,paper_tab,1909.00694.pdf,,1.022,160602006|190703060|200206675|190900361|170503487|191100069|171009589|191103310|180904960|160600189,,30,32,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:4547818a3bbb727c4bb4a76554b5a5a7b5c5fedb,what amounts of size were used on german-english?,paper_tab,1905.11901.pdf,,1.049,170500861|200308385|191106191|190909270|180900540|200307996|200201320|191100069|200108051|191201214,11.0,30,40,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:458dbf217218fcab9153e33045aac08a2c8a38c6,"How many texts/datapoints are in the SemEval, TASS and SENTIPOLC datasets?",paper_tab,1612.05270.pdf,,1.073,180909795|191112569|190108079|191000194|190911297|161007809|181005241|200304866|180305223|170100185,,30,35,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:46570c8faaeefecc8232cfc2faab0005faaba35f,What are the 7 different datasets?,paper_tab,1809.09795.pdf,,0.916,191100069|200210361|190108079|200304866|190601183|191203627|181112254|170203342|170100185|191003814,,30,36,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:46c9e5f335b2927db995a55a18b7c7621fd3d051,How many different phenotypes are present in the dataset?,paper_tab,2003.03044.pdf,,0.969,200303044|181112254|200106888|181005241|190608382|191101799|160301987|191100069|190808717|180703367,1.0,30,33,True,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:47a30eb4d0d6f5f2ff4cdf6487265a25c1b18fd8,Does the system trained only using XR loss outperform the fully supervised neural system?,paper_tab,1909.00430.pdf,,1.065,190900430|190511901|200301769|180700868|190805434|160700410|180405918|180904960|200404721|200311562,1.0,30,36,True,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:4a4616e1a9807f32cca9b92ab05e65b05c2a1bf5,What were the sizes of the test sets?,paper_tab,1905.07464.pdf,,0.941,190703060|200311645|160503481|181206705|200403354|190911687|191210011|191013215|200208899|200311562,,30,37,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:4a8bceb3b6d45f14c4749115d6aa83912f0b0a6e,Do they evaluate only on English datasets?,paper_tab,1807.07961.pdf,,1.091,200404721|190109755|191107555|190909587|191103058|180604511|191004269|191203627|200304866|191000194,,30,38,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:4d706ce5bde82caf40241f5b78338ea5ee5eb01e,What are the black-box probes used?,paper_tab,1908.11047.pdf,,0.933,191208320|191105153|200107820|200403685|190209393|190811047|170809609|200311645|170203342|191004269,6.0,30,35,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666
paper_tab:4f243056e63a74d1349488983dc1238228ca76a7,Do they list all the named entity types present?,paper_tab,2003.12218.pdf,,0.936,160508675|170109123|190410503|200312218|200206424|160806757|190909270|190601183|200106888|200211910,4.0,29,29,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.25,0.25,1.0,0.1,1.0,0.25,0.25
paper_tab:50716cc7f589b9b9f3aca806214228b063e9695b,What language technologies have been introduced in the past?,paper_tab,1912.03457.pdf,,1.017,191203457|170501214|181010797|191004269|190601183|191206670|191112579|180309745|190404358|161100514,1.0,30,34,True,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:52f9cd05d8312ae3c7a43689804bac63f7cac34b,Do the authors hypothesize that humans' robustness to noise is due to their general knowledge?,paper_tab,1809.03449.pdf,,1.119,180903449|200100137|190801060|190607701|181210479|180206024|191105153|160504655|161102550|191014599,1.0,30,37,True,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:53377f1c5eda961e438424d71d16150e669f7072,Which state-of-the-art model is surpassed by 9.68% attraction score?,paper_tab,2004.01980.pdf,,1.159,200401980|191109483|181206864|190101010|200311562|170406194|180407789|180208636|191100069|200106354,1.0,30,40,True,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:572458399a45fd392c3a4e07ce26dcff2ad5a07d,How much more accurate is the model than the baseline?,paper_tab,1912.00864.pdf,,1.075,190401608|200100137|190909484|180705154|191105153|191113066|190209393|180305223|170103051|190900252,,30,36,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:57f23dfc264feb62f45d9a9e24c60bd73d7fe563,what is the size of the augmented dataset?,paper_tab,1811.12254.pdf,,0.937,180909795|191004269|190101010|191102821|181007091|181112254|191105153|191109483|190908041|180903449,6.0,30,34,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666
paper_tab:58f50397a075f128b45c6b824edb7a955ee8cba1,How many shared layers are in the system?,paper_tab,2002.06424.pdf,,1.043,190806379|191112569|161102550|200206424|181003459|190511901|191102086|180909194|170503487|161100514,4.0,30,35,True,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.25,0.25,1.0,0.1,1.0,0.25,0.25
