id,question,subset,expected_document,document_indexe,page_gold,plafond,atteint,couverture_relative,rang_premier_utile,passages_utiles,passages_pour_80pct,recouvrement_ngrammes,jetons_gold,erreur,passages_total,passages_du_document,document_retrouve,pages_recuperees,page_gold_atteinte,couverture_suffisante,duree_secondes
paper_tab:32a3c248b928d4066ce00bbb0053534ee62596e7,What is MSD prediction?,paper_tab,1809.01541.pdf,True,,0.8076923076923077,0.5,0.6190476190476191,1.0,4,,0.02459016393442623,78,,7,4,True,3|4|5,,False,1.369
paper_tab:34fab25d9ceb9c5942daf4ebdab6c5dd4ff9d3db,What dataset did they use?,paper_tab,1911.02821.pdf,True,,0.7294117647058823,0.0,0.0,,0,,0.0,85,,7,0,False,,,False,1.246
paper_tab:4547818a3bbb727c4bb4a76554b5a5a7b5c5fedb,what amounts of size were used on german-english?,paper_tab,1905.11901.pdf,True,,0.8439306358381503,0.0,0.0,,0,,0.0,173,,11,0,False,,,False,1.345
paper_tab:46570c8faaeefecc8232cfc2faab0005faaba35f,What are the 7 different datasets?,paper_tab,1809.09795.pdf,True,,0.7840909090909091,0.0,0.0,,0,,0.0,88,,8,0,False,,,False,1.273
paper_tab:46c9e5f335b2927db995a55a18b7c7621fd3d051,How many different phenotypes are present in the dataset?,paper_tab,2003.03044.pdf,True,,0.75,0.4411764705882353,0.5882352941176471,1.0,4,,0.08235294117647059,68,,7,4,True,1|2|3,,False,1.342
paper_tab:47a30eb4d0d6f5f2ff4cdf6487265a25c1b18fd8,Does the system trained only using XR loss outperform the fully supervised neural system?,paper_tab,1909.00430.pdf,True,,0.9404761904761905,0.40476190476190477,0.43037974683544306,1.0,5,,0.0,84,,12,8,True,2|4,,False,1.013
paper_tab:4a4616e1a9807f32cca9b92ab05e65b05c2a1bf5,What were the sizes of the test sets?,paper_tab,1905.07464.pdf,False,,1.0,0.0,0.0,,0,,0.0,124,,8,0,False,,,False,1.275
paper_tab:4f243056e63a74d1349488983dc1238228ca76a7,Do they list all the named entity types present?,paper_tab,2003.12218.pdf,True,,0.8571428571428571,0.42857142857142855,0.5,7.0,1,,0.0,14,,7,1,True,1,,False,1.384
paper_tab:50716cc7f589b9b9f3aca806214228b063e9695b,What language technologies have been introduced in the past?,paper_tab,1912.03457.pdf,True,,0.891156462585034,0.48299319727891155,0.5419847328244275,1.0,4,,0.125,147,,8,4,True,1|4|6,,False,1.385
paper_tab:53377f1c5eda961e438424d71d16150e669f7072,Which state-of-the-art model is surpassed by 9.68% attraction score?,paper_tab,2004.01980.pdf,True,,0.81,0.4,0.49382716049382713,1.0,2,,0.0,100,,7,2,True,1|7,,False,1.455
paper_tab:57f23dfc264feb62f45d9a9e24c60bd73d7fe563,what is the size of the augmented dataset?,paper_tab,1811.12254.pdf,True,,0.4619883040935672,0.08771929824561403,0.189873417721519,8.0,1,,0.0,171,,8,1,True,7,,False,1.27
paper_tab:5a23f436a7e0c33e4842425cf86d5fd8ba78ac92,How big is dataset used?,paper_tab,2004.01878.pdf,True,,0.375,0.0,0.0,,0,,0.0,8,,7,0,False,,,False,1.248
paper_tab:5a65ad10ff954d0f27bb3ccd9027e3d8f7f6bb76,Which other approaches do they compare their model with?,paper_tab,1904.10503.pdf,True,,0.9101123595505618,0.0,0.0,,0,,0.0,89,,7,0,False,,,False,1.361
paper_tab:5a9f94ae296dda06c8aec0fb389ce2f68940ea88,By how much does their method outperform the multi-head attention model?,paper_tab,1804.08050.pdf,True,,0.8333333333333334,0.16666666666666666,0.19999999999999998,2.0,1,,0.0,6,,6,3,True,1|4,,False,1.278
paper_tab:5bc1dc6ebcb88fd0310b21d2a74939e35a4c1a11,What are the languages they use in their experiment?,paper_tab,2004.04721.pdf,True,,0.8375,0.0,0.0,,0,,0.0,160,,7,0,False,,,False,1.339
paper_tab:5fa464a158dc8abf7cef8ca7d42a7080670c1edd,Is audio data per language balanced in dataset?,paper_tab,1912.06670.pdf,True,,0.8375,0.0,0.0,,0,,0.0,160,,8,0,False,,,False,1.26
paper_tab:63403ffc0232ff041f3da8fa6c30827cfd6404b7,What is the metric used with WIKIHOP?,paper_tab,1808.09920.pdf,True,,0.9444444444444444,0.7037037037037037,0.7450980392156863,1.0,5,,0.015384615384615385,54,,11,5,True,5|12,,True,1.355
paper_tab:63496705fff20c55d4b3d8cdf4786f93e742dd3d,Do they compare DeepER against other approaches?,paper_tab,1605.08675.pdf,True,,0.9629629629629629,0.6296296296296297,0.6538461538461539,1.0,2,,0.07407407407407407,27,,7,3,True,1|17|21,,False,1.372
paper_tab:67b66fe67a3cb2ce043070513664203e564bdcbd,What baselines do they compare with?,paper_tab,1909.00175.pdf,True,,0.8125,0.0,0.0,,0,,0.0,16,,7,0,False,,,False,1.352
paper_tab:68e3f3908687505cb63b538e521756390c321a1c,What is the performance difference of using a generated summary vs. a user-written one?,paper_tab,1911.02711.pdf,True,,0.7752808988764045,0.4943820224719101,0.6376811594202898,1.0,5,,0.040372670807453416,178,,8,5,True,2|7|8,,False,1.343
paper_tab:6a14379fee26a39631aebd0e14511ce3756e42ad,What BERT models are used?,paper_tab,1908.06264.pdf,True,,0.7692307692307693,0.0,0.0,,0,,0.0,13,,9,0,False,,,False,1.319
paper_tab:6aaf12505add25dd133c7b0dafe8f4fe966d1f1d,what previous RNN models do they compare with?,paper_tab,1808.09029.pdf,True,,0.9166666666666666,0.0,0.0,,0,,0.0,48,,7,0,False,,,False,1.394
paper_tab:6b7354d7d715bad83183296ce2f3ddf2357cb449,Which basic neural architecture perform best by itself?,paper_tab,1909.06162.pdf,False,,1.0,0.0,0.0,,0,,0.0,17,,7,0,False,,,False,1.415
paper_tab:6e97c06f998f09256be752fa75c24ba853b0db24,How do the authors measure performance?,paper_tab,1812.06705.pdf,True,,0.8611111111111112,0.0,0.0,,0,,0.0,36,,9,0,False,,,False,1.354
paper_tab:701571680724c05ca70c11bc267fb1160ea1460a,Does the method achieve sota performance on this dataset?,paper_tab,1806.11432.pdf,True,,0.6527777777777778,0.0,0.0,,0,,0.0,144,,8,0,False,,,False,1.401
paper_tab:74fb77a624ea9f1821f58935a52cca3086bb0981,What is the size of the new dataset?,paper_tab,1902.09666.pdf,True,,0.7723214285714286,0.0,0.0,,0,,0.0,224,,10,0,False,,,False,1.265
paper_tab:7975c3e1f61344e3da3b38bb12e1ac6dcb153a18,What are the effects of diverse versions of pertained word embeddings?,paper_tab,1603.04513.pdf,True,,0.946236559139785,0.46236559139784944,0.4886363636363636,1.0,4,,0.030612244897959183,186,,7,4,True,1|3|9,,False,1.393
paper_tab:7f5ab9a53aef7ea1a1c2221967057ee71abb27cb,Do they compare executionttime of their model against other models?,paper_tab,1911.02086.pdf,True,,0.7981651376146789,0.0,0.0,,0,,0.0,109,,8,0,False,,,False,1.4
paper_tab:8ad815b29cc32c1861b77de938c7269c9259a064,What languages are represented in the dataset?,paper_tab,1910.06748.pdf,True,,0.8152173913043478,0.0,0.0,,0,,0.0,92,,8,0,False,,,False,1.349
paper_tab:8cc56fc44136498471754186cfa04056017b4e54,By how much does their system outperform the lexicon-based models?,paper_tab,1809.04960.pdf,True,,0.9097744360902256,0.0,0.0,,0,,0.0,133,,10,0,False,,,False,1.409
paper_tab:8e2b125426d1220691cceaeaf1875f76a6049cbd,By how much do they improve the accuracy of inferences over state-of-the-art methods?,paper_tab,1909.08824.pdf,True,,0.8356164383561644,0.2054794520547945,0.2459016393442623,5.0,1,,0.017094017094017096,73,,7,1,True,1,,False,1.365
paper_tab:9176d2ba1c638cdec334971c4c7f1bb959495a8e,What are the source and target domains?,paper_tab,1809.00530.pdf,True,,0.8875,0.34375,0.38732394366197187,7.0,3,,0.02903225806451613,160,,12,3,True,1,,False,1.056
paper_tab:9349acbfce95cb5d6b4d09ac626b55a9cb90e55e,What are the citation intent labels in the datasets?,paper_tab,1904.01608.pdf,True,,0.9411764705882353,0.8823529411764706,0.9375,1.0,1,1.0,0.6666666666666666,17,,7,4,True,2|4|5,,True,1.389
paper_tab:93b299acfb6fad104b9ebf4d0585d42de4047051,Which datasets are used?,paper_tab,1901.09755.pdf,True,,0.9447852760736196,0.26380368098159507,0.2792207792207792,8.0,1,,0.012944983818770227,163,,8,1,True,5,,False,1.399
paper_tab:9555aa8de322396a16a07a5423e6a79dcd76816a,By how much does their model outperform both the state-of-the-art systems?,paper_tab,1611.03382.pdf,True,,0.7473684210526316,0.0,0.0,,0,,0.0,95,,7,0,False,,,False,1.301
paper_tab:957bda6b421ef7d2839c3cec083404ac77721f14,What stylistic features are used to detect drunk texts?,paper_tab,1610.00879.pdf,True,,0.8181818181818182,0.6363636363636364,0.7777777777777777,1.0,2,,0.1111111111111111,11,,7,4,True,1|4|5,,True,1.448
paper_tab:9c4a4dfa7b0b977173e76e2d2f08fa984af86f0e,How does TP-N2F compare to LSTM-based Seq2Seq in terms of training and inference speed?,paper_tab,1910.02339.pdf,True,,0.7712418300653595,0.5882352941176471,0.7627118644067796,1.0,4,,0.27205882352941174,153,,7,4,True,1|8,,True,1.396
paper_tab:9da1e124d28b488b0d94998d32aa2fa8a5ebec51,What are previous state of the art results?,paper_tab,2002.11910.pdf,True,,0.8450704225352113,0.0,0.0,,0,,0.0,71,,8,0,False,,,False,1.308
paper_tab:9ecde59ffab3c57ec54591c3c7826a9188b2b270,What modern MRC gold standards are analyzed?,paper_tab,2003.04642.pdf,True,,0.8061224489795918,0.6428571428571429,0.7974683544303798,1.0,4,,0.29770992366412213,98,,7,4,True,1|4|8,,True,1.3
paper_tab:a02696d4ab728ddd591f84a352df9375faf7d1b4,How large is the Dialog State Tracking Dataset?,paper_tab,1605.07683.pdf,True,,0.7321428571428571,0.35714285714285715,0.48780487804878053,1.0,2,,0.057971014492753624,56,,7,3,True,3,,False,1.305
paper_tab:a616a3f0d244368ec588f04dfbc37d77fda01b4c,What are the 12 languages covered?,paper_tab,2003.04866.pdf,True,,0.7844827586206896,0.3879310344827586,0.4945054945054945,4.0,3,,0.005494505494505495,116,,9,4,True,1|11|26,,False,1.388
paper_tab:a7510ec34eaec2c7ac2869962b69cc41031221e5,What was their F1 score on the Bengali NER corpus?,paper_tab,1909.09270.pdf,True,,0.9090909090909091,0.0,0.0,,0,,0.0,33,,7,0,False,,,False,1.434
paper_tab:b0a18628289146472aa42f992d0db85c200ec64b,What metrics are used in evaluation?,paper_tab,2003.11563.pdf,True,,0.8831168831168831,0.0,0.0,,0,,0.0,154,,11,0,False,,,False,1.432
paper_tab:b1bc9ae9d40e7065343c12f860a461c7c730a612,Which datasets are used?,paper_tab,1912.08960.pdf,True,,0.8741721854304636,0.0,0.0,,0,,0.0,151,,8,0,False,,,False,1.401
paper_tab:b3fcab006a9e51a0178a1f64d1d084a895bd8d5c,what are the state of the art methods?,paper_tab,1606.04631.pdf,True,,0.8421052631578947,0.0,0.0,,0,,0.0,95,,7,0,False,,,False,1.41
paper_tab:ba6422e22297c7eb0baa381225a2f146b9621791,What is the performance difference between proposed method and state-of-the-arts on these datasets?,paper_tab,1909.02480.pdf,True,,0.8666666666666667,0.0,0.0,,0,,0.0,135,,6,0,False,,,False,1.4
paper_tab:bc9c31b3ce8126d1d148b1025c66f270581fde10,What datasets are used to evaluate this approach?,paper_tab,1905.00563.pdf,False,,1.0,0.0,0.0,,0,,0.0,165,,9,0,False,,,False,1.416
paper_tab:bdc91d1283a82226aeeb7a2f79dbbc57d3e84a1a,How much is performance improved on NLI?,paper_tab,1909.03405.pdf,True,,0.9153846153846154,0.36923076923076925,0.40336134453781514,9.0,2,,0.06756756756756757,130,,12,2,True,2|4,,False,1.273
paper_tab:c0af8b7bf52dc15e0b33704822c4a34077e09cd1,which lstm models did they compare with?,paper_tab,1703.07090.pdf,True,,0.9125,0.0,0.0,,0,,0.0,80,,10,0,False,,,False,1.391
paper_tab:c17b609b0b090d7e8f99de1445be04f8f66367d4,What rouge score do they achieve?,paper_tab,1908.08345.pdf,True,,0.8832684824902723,0.0,0.0,,0,,0.0,257,,8,0,False,,,False,1.364
paper_tab:c180f44667505ec03214d44f4970c0db487a8bae,How well did the system do?,paper_tab,2001.10161.pdf,True,,0.8547717842323651,0.0,0.0,,0,,0.0,241,,7,0,False,,,False,1.182
paper_tab:c2d1387e08cf25cb6b1f482178cca58030e85b70,Do they test both skipgram and c-bow?,paper_tab,2003.11645.pdf,True,,0.8617021276595744,0.4574468085106383,0.5308641975308642,1.0,4,,0.0,94,,11,4,True,1|2,,False,1.291
paper_tab:c69f4df4943a2ca4c10933683a02b179a5e76f64,What approach performs better in experiments global latent or sequence of fine-grained latent variables?,paper_tab,2003.12738.pdf,True,,0.84,0.54,0.6428571428571429,1.0,3,,0.03278688524590164,50,,9,6,True,1|2|3,,False,1.418
paper_tab:d3dbb5c22ef204d85707d2d24284cc77fa816b6c,What other models do they compare to?,paper_tab,1809.09194.pdf,True,,0.8613138686131386,0.0,0.0,,0,,0.0,137,,9,0,False,,,False,1.4
paper_tab:d509081673f5667060400eb325a8050fa5db7cc8,How big was the corpora they trained ELMo on?,paper_tab,1909.03135.pdf,True,,0.8636363636363636,0.7424242424242424,0.8596491228070176,2.0,2,2.0,0.3106796116504854,66,,6,2,True,1|2,,True,1.289
paper_tab:d60a3887a0d434abc0861637bbcd9ad0c596caf4,What semantic rules are proposed?,paper_tab,1706.08032.pdf,True,,0.9154929577464789,0.7816901408450704,0.8538461538461538,1.0,4,4.0,0.3881856540084388,142,,9,5,True,2|3,,True,1.389
paper_tab:d8de12f5eff64d0e9c9e88f6ebdabc4cdf042c22,How much gain does the model achieve with pretraining MVCNN?,paper_tab,1603.04513.pdf,True,,0.9591836734693877,0.4217687074829932,0.4397163120567376,1.0,4,,0.008849557522123894,147,,7,4,True,2|3|7,,False,1.399
paper_tab:dac2591f19f5bbac3d4a7fa038ff7aa09f6f0d96,what are the three methods presented in the paper?,paper_tab,1911.08976.pdf,False,,1.0,0.0,0.0,,0,,0.0,29,,8,0,False,,,False,1.415
paper_tab:e5c8e9e54e77960c8c26e8e238168a603fcdfcc6,Does the algorithm improve on the state-of-the-art methods?,paper_tab,1911.07555.pdf,True,,0.5961538461538461,0.0,0.0,,0,,0.0,52,,7,0,False,,,False,1.432
paper_tab:e63bde5c7b154fbe990c3185e2626d13a1bad171,What is the performance achieved on NarrativeQA?,paper_tab,1901.02262.pdf,True,,0.8076923076923077,0.5384615384615384,0.6666666666666666,1.0,4,,0.05714285714285714,26,,11,4,True,1|7|9,,False,1.382
paper_tab:e9d9bb87a5c4faa965ceddd98d8b80d4b99e339e,How much do they outperform previous state-of-the-art?,paper_tab,1903.09588.pdf,True,,0.8428571428571429,0.0,0.0,,0,,0.0,70,,9,0,False,,,False,1.31
paper_text:051df74dc643498e95d16e58851701628fdfd43e,How did they obtain the OSG dataset?,paper_text,1911.01371.pdf,False,,1.0,0.0,0.0,,0,,0.0,70,,8,0,False,,,False,1.399
paper_text:0716b481b78d80b012bca17c897c62efbe7f3731,Do they report results only on English data?,paper_text,1901.03438.pdf,False,,1.0,0.0,0.0,,0,,0.0,144,,8,0,False,,,False,1.334
paper_text:0c234db3b380c27c4c70579a5d6948e1e3b24ff1,What architecture does the decoder have?,paper_text,1809.01541.pdf,True,,0.8870967741935484,0.0,0.0,,0,,0.0,62,,8,0,False,,,False,1.411
paper_text:10ddac87daf153cf674589cc1c64a795907d5d9a,How much better is performance of the proposed model compared to the state of the art in these various experiments?,paper_text,1912.07976.pdf,False,,1.0,0.0,0.0,,0,,0.0,65,,7,0,False,,,False,1.378
paper_text:1329280df5ee9e902b2742bde4a97bc3e6573ff3,Is datasets for sentiment analysis balanced?,paper_text,2002.04181.pdf,False,,1.0,0.0,0.0,,0,,0.0,59,,8,0,False,,,False,1.418
paper_text:1dac4bc5af239024566fcb0f43bb9ff1c248ecec,Did they used dataset from another domain for evaluation?,paper_text,1909.03582.pdf,True,,0.8157894736842105,0.0,0.0,,0,,0.0,152,,8,0,False,,,False,1.451
paper_text:1ef5fc4473105f1c72b4d35cf93d312736833d3d,Do they provide decision sequences as supervision while training models?,paper_text,1908.10449.pdf,False,,1.0,0.0,0.0,,0,,0.0,90,,7,0,False,,,False,1.42
paper_text:20df24165b881f97dc1ac32f343939554dd68011,What is the baseline machine learning prediction approach?,paper_text,1801.02243.pdf,False,,1.0,0.0,0.0,,0,,0.0,33,,7,0,False,,,False,1.395
paper_text:21cbcd24863211b02b436f21deaf02125f34da4c,On which dataset is model trained?,paper_text,1909.00107.pdf,False,,1.0,0.0,0.0,,0,,0.0,79,,12,0,False,,,False,0.981
paper_text:2916bbdb95ef31ab26527ba67961cf5ec94d6afe,How large is the corpus?,paper_text,2003.13032.pdf,False,,1.0,0.0,0.0,,0,,0.0,46,,11,0,False,,,False,1.367
paper_text:31735ec3d83c40b79d11df5c34154849aeb3fb47,Who were the human evaluators used?,paper_text,2002.03407.pdf,False,,1.0,0.0,0.0,,0,,0.0,114,,10,0,False,,,False,1.333
paper_text:31ee92e521be110b6a5a8d08cc9e6f90a3a97aae,Does the paper discuss previous models which have been applied to the same task?,paper_text,2001.07209.pdf,True,,0.863013698630137,0.0,0.0,,0,,0.0,73,,7,0,False,,,False,1.439
paper_text:34dc0838632d643f33c8dbfe7bd4b656586582a2,What are the baseline models?,paper_text,1909.00105.pdf,True,,0.8898305084745762,0.4067796610169492,0.4571428571428572,7.0,1,,0.16766467065868262,118,,9,1,True,4,,False,1.374
paper_text:37c7c62c9216d6cf3d0858cf1deab6db4b815384,how was annotation done?,paper_text,1704.02385.pdf,False,,1.0,0.0,0.0,,0,,0.0,161,,7,0,False,,,False,1.123
paper_text:41b2355766a4260f41b477419d44c3fd37f3547d,What are the existing biases?,paper_text,1910.12574.pdf,False,,1.0,0.0,0.0,,0,,0.0,310,,12,0,False,,,False,1.002
paper_text:42d66726b5bf8de5b0265e09d76f5ab00c0e851a,what datasets did they use?,paper_text,1910.11790.pdf,True,,0.9012345679012346,0.0,0.0,,0,,0.0,81,,8,0,False,,,False,1.249
paper_text:450a359d117bcfa2de4ffd987f787945f25b3b25,How do they compute corpus-level embeddings?,paper_text,1908.01060.pdf,True,,0.6320754716981132,0.46226415094339623,0.7313432835820896,1.0,4,,0.16243654822335024,106,,10,6,True,2|4,,True,1.313
paper_text:49c32a2a64eb41381e5f12ccea4150cac9f3303d,What other evaluation metrics are looked at?,paper_text,1701.05574.pdf,False,,1.0,0.0,0.0,,0,,0.0,59,,8,0,False,,,False,1.413
paper_text:4d60e9494a412d581bd5e85f4e78881914085afc,What empirical data are the Blending Game predictions compared to?,paper_text,1602.03661.pdf,False,,1.0,0.0,0.0,,0,,0.0,129,,7,0,False,,,False,1.435
paper_text:4e468ce13b7f6ac05371c62c08c3cec1cd760517,Do they allow for messages with vaccination-related key terms to be of neutral stance?,paper_text,1909.00338.pdf,False,,1.0,0.0,0.0,,0,,0.0,63,,10,0,False,,,False,1.423
paper_text:540e9db5595009629b2af005e3c06610e1901b12,How was a quality control performed so that the text is noisy but the annotations are accurate?,paper_text,1706.09147.pdf,False,,1.0,0.0,0.0,,0,,0.0,86,,8,0,False,,,False,1.448
paper_text:58d50567df71fa6c3792a0964160af390556757d,Does the dataset contain content from various social media platforms?,paper_text,1912.13109.pdf,True,,0.44545454545454544,0.0,0.0,,0,,0.0,110,,7,0,False,,,False,1.407
paper_text:5bcc12680cf2eda2dd13ab763c42314a26f2d993,What evaluation metrics were used in the experiment?,paper_text,1912.01046.pdf,False,,1.0,0.0,0.0,,0,,0.0,76,,8,0,False,,,False,1.429
paper_text:5be62428f973a08c303c66018b081ad140c559c8,What is the model accuracy?,paper_text,2001.02214.pdf,False,,1.0,0.0,0.0,,0,,0.0,126,,8,0,False,,,False,1.344
paper_text:62736ad71c76a20aee8e003c462869bab4ab4b1e,How is order of binomials tracked across time?,paper_text,2003.03612.pdf,True,,0.5944444444444444,0.18333333333333332,0.308411214953271,1.0,5,,0.0,180,,8,5,True,1|2|6,,False,1.335
paper_text:649d6dc076251547aece6532f75d00fc99081d2b,What are least important components identified in the the training of VQA models?,paper_text,2002.05104.pdf,False,,1.0,0.0,0.0,,0,,0.0,142,,7,0,False,,,False,1.337
paper_text:6548db45fc28e8a8b51f114635bad14a13eaec5b,Which GAN do they use?,paper_text,1712.09127.pdf,False,,1.0,0.0,0.0,,0,,0.0,96,,7,0,False,,,False,1.31
paper_text:6e4505609a280acc45b0a821755afb1b3b518ffd,What evaluation metric is used?,paper_text,1911.09483.pdf,True,,0.7407407407407407,0.0,0.0,,0,,0.0,54,,9,0,False,,,False,1.431
paper_text:770aeff30846cd3d0d5963f527691f3685e8af02,Do they fine-tune their model on the end task?,paper_text,1806.02847.pdf,False,,1.0,0.0,0.0,,0,,0.0,78,,7,0,False,,,False,1.37
paper_text:78a5546e87d4d88e3d9638a0a8cd0b7debf1f09d,What functionality does Macaw provide?,paper_text,1912.08904.pdf,False,,1.0,0.0,0.0,,0,,0.0,173,,6,0,False,,,False,1.406
paper_text:7b4fb6da74e6bd1baea556788a02969134cf0800,Do they train their model starting from a checkpoint?,paper_text,1909.03405.pdf,True,,0.7878787878787878,0.0,0.0,,0,,0.0,99,,8,0,False,,,False,1.292
paper_text:7e38e0279a620d3df05ab9b5e2795044f18d4471,What cyberbulling topics did they address?,paper_text,1801.06482.pdf,False,,1.0,0.0,0.0,,0,,0.0,187,,7,0,False,,,False,1.381
paper_text:7fa3c2c0cf7f559d43e84076a9113a390c5ba03a,Did they collect their own datasets?,paper_text,1608.01884.pdf,False,,1.0,0.0,0.0,,0,,0.0,108,,8,0,False,,,False,1.329
paper_text:868c69c8f623e30b96df5b5c8336070994469f60,Where does the data in CoLA come from?,paper_text,1901.03438.pdf,False,,1.0,0.0,0.0,,0,,0.0,100,,8,0,False,,,False,1.379
paper_text:86e3136271a7b93991c8de5d310ab15a6ac5ab8c,"How is human evaluation performed, what were the criteria?",paper_text,1911.09845.pdf,True,,0.881578947368421,0.0,0.0,,0,,0.0,76,,8,0,False,,,False,1.347
paper_text:8740c3000e740ac5c0bc8f329d908309f7ffeff6,What three conversational datasets are used for evaluation?,paper_text,2003.12738.pdf,True,,0.7777777777777778,0.3333333333333333,0.42857142857142855,3.0,1,,0.0,18,,8,1,True,6,,False,1.432
paper_text:8db45a8217f6be30c31f9b9a3146bf267de68389,What are other approaches into creating compositional generalization benchmarks?,paper_text,1912.09713.pdf,False,,1.0,0.0,0.0,,0,,0.0,129,,6,0,False,,,False,1.431
paper_text:8fcbae7c3bd85034ae074fa58a35e773936edb5b,what was their baseline comparison?,paper_text,1608.03902.pdf,False,,1.0,0.0,0.0,,0,,0.0,49,,6,0,False,,,False,1.415
paper_text:90741b227b25c42e0b81a08c279b94598a25119d,What is their definition of hate speech?,paper_text,1710.07395.pdf,False,,1.0,0.0,0.0,,0,,0.0,46,,8,0,False,,,False,1.231
paper_text:90d946ccc3abf494890e147dd85bd489b8f3f0e8,what bias evaluation metrics are used?,paper_text,1905.12801.pdf,True,,0.8333333333333334,0.5535714285714286,0.6642857142857143,1.0,4,,0.21307506053268765,168,,12,9,True,2|3|4,,False,1.017
paper_text:94bee0c58976b58b4fef9e0adf6856fe917232e5,How much bigger is Switchboard-2000 than Switchboard-300 database?,paper_text,2001.07263.pdf,False,,1.0,0.0,0.0,,0,,0.0,108,,10,0,False,,,False,1.428
paper_text:95d98b2a7fbecd1990ec9a070f9d5624891a4f26,What is the size of the dataset?,paper_text,1804.08094.pdf,False,,1.0,0.0,0.0,,0,,0.0,42,,12,0,False,,,False,0.865
paper_text:99a10823623f78dbff9ccecb210f187105a196e9,What were the word embeddings trained on?,paper_text,1810.04528.pdf,False,,1.0,0.0,0.0,,0,,0.0,90,,8,0,False,,,False,1.359
paper_text:9c68d6d5451395199ca08757157fbfea27f00f69,Which OpenIE systems were used?,paper_text,1802.05574.pdf,False,,1.0,0.0,0.0,,0,,0.0,75,,8,0,False,,,False,1.388
paper_text:a5dd569e6d641efa86d2c2b2e970ce5871e0963f,Which popular clustering methods did they experiment with?,paper_text,1701.00185.pdf,True,,0.9811320754716981,0.9622641509433962,0.9807692307692307,1.0,3,1.0,0.7164179104477612,53,,10,6,True,2|15|17,,True,1.365
paper_text:a9c5252173d3df1c06c770c180a77520de68531b,what are the evaluation datasets?,paper_text,1705.00108.pdf,False,,1.0,0.0,0.0,,0,,0.0,64,,7,0,False,,,False,1.425
paper_text:abebf9c8c9cf70ae222ecb1d3cabf8115b9fc8ac,What controversial topics are experimented with?,paper_text,2001.09899.pdf,False,,1.0,0.0,0.0,,0,,0.0,145,,8,0,False,,,False,1.413
