id,question,subset,expected_document,document_indexe,page_gold,plafond,atteint,couverture_relative,rang_premier_utile,passages_utiles,passages_pour_80pct,recouvrement_ngrammes,jetons_gold,erreur,passages_total,passages_du_document,pages_recuperees,page_gold_atteinte,couverture_suffisante,duree_secondes
paper_tab:160e6d2fc6e04bb0b4ee8d59c06715355dec4a17,What accuracy score do they obtain?,paper_tab,1911.13066.pdf,True,,0.9444444444444444,0.6111111111111112,0.6470588235294118,3.0,1,,0.0,18,,30,1,8,,False,1.088
paper_tab:16af38f7c4774637cf8e04d4b239d6d72f0b0a3a,How large is the dataset?,paper_tab,2002.10361.pdf,True,,0.95,0.0,0.0,,0,,0.0,40,,30,0,,,False,0.968
paper_tab:171ebfdc9b3a98e4cdee8f8715003285caeb2f39,How better is accuracy of new model compared to previously reported models?,paper_tab,1909.08859.pdf,True,,0.7083333333333334,0.0,0.0,,0,,0.0,96,,30,0,,,False,1.112
paper_tab:1a8b7d3d126935c09306cacca7ddb4b953ef68ab,What were their results?,paper_tab,1707.08559.pdf,True,,0.8666666666666667,0.0,0.0,,0,,0.0,15,,30,0,,,False,1.036
paper_tab:1adbdb5f08d67d8b05328ccc86d297ac01bf076c,What languages do they use?,paper_tab,1810.03459.pdf,True,,0.6595744680851063,0.0,0.0,,0,,0.0,47,,30,0,,,False,1.004
paper_tab:1b72aa2ec3ce02131e60626639f0cf2056ec23ca,How long is the dataset for each step of hierarchy?,paper_tab,1902.09666.pdf,True,,0.7723214285714286,0.0,0.0,,0,,0.0,224,,30,0,,,False,1.011
paper_tab:1bb7eb5c3d029d95d1abf9f2892c1ec7b6eef306,what was their character error rate?,paper_tab,1703.07090.pdf,True,,0.9130434782608695,0.0,0.0,,0,,0.0,46,,30,0,,,False,1.035
paper_tab:1cbca15405632a2e9d0a7061855642d661e3b3a7,How much improvement do they get?,paper_tab,2004.03788.pdf,True,,0.8333333333333334,0.0,0.0,,0,,0.0,6,,30,0,,,False,1.071
paper_tab:1d3e914d0890fc09311a70de0b20974bf7f0c9fe,Which eight NER tasks did they evaluate on?,paper_tab,2004.03354.pdf,True,,0.8235294117647058,0.0,0.0,,0,,0.0,51,,24,0,,,False,1.02
paper_tab:1f63ccc379f01ecdccaa02ed0912970610c84b72,How much is the gap between using the proposed objective and using only cross-entropy objective?,paper_tab,1711.00106.pdf,False,,1.0,0.0,0.0,,0,,0.0,43,,30,0,,,False,1.097
paper_tab:20ec88c45c1d633adfd7bff7bbf3336d01fb6f37,what are the evaluation metrics?,paper_tab,1701.09123.pdf,True,,0.875,0.0,0.0,,0,,0.0,8,,28,0,,,False,1.05
paper_tab:2268c9044e868ba0a16e92d2063ada87f68b5d03,"Did ensemble schemes help in boosting peformance, by how much?",paper_tab,1909.06162.pdf,False,,1.0,0.0,0.0,,0,,0.0,211,,28,0,,,False,1.06
paper_tab:234ccc1afcae4890e618ff2a7b06fc1e513ea640,How big is performance improvement proposed methods are used?,paper_tab,1911.05153.pdf,True,,0.8181818181818182,0.0,0.0,,0,,0.0,88,,30,0,,,False,1.085
paper_tab:25e4dbc7e211a1ebe02ee8dff675b846fb18fdc5,What external sources are used?,paper_tab,1704.08960.pdf,True,,0.8324022346368715,0.37988826815642457,0.4563758389261745,1.0,3,,0.005747126436781609,179,,30,3,1|2|9,,False,1.074
paper_tab:26c290584c97e22b25035f5458625944db181552,What is the size of their dataset?,paper_tab,1909.06937.pdf,True,,0.6666666666666666,0.0,0.0,,0,,0.0,6,,30,0,,,False,0.911
paper_tab:2815bac42db32d8f988b380fed997af31601f129,What is improvement in accuracy for short Jokes in relation other types of jokes?,paper_tab,1909.00252.pdf,True,,0.873015873015873,0.7619047619047619,0.8727272727272727,1.0,3,3.0,0.47808764940239046,126,,15,3,3|4,,True,1.034
paper_tab:286078813136943dfafb5155ee15d2429e7601d9,How much better than the baseline is LiLi?,paper_tab,1802.06024.pdf,True,,0.8518518518518519,0.5925925925925926,0.6956521739130435,1.0,3,,0.2581227436823105,270,,11,3,8|9,,False,0.834
paper_tab:2a6003a74d051d0ebbe62e8883533a5f5e55078b,which neural embedding model works better?,paper_tab,1702.03342.pdf,True,,0.9333333333333333,0.4666666666666667,0.5,1.0,3,,0.0,90,,30,3,4|5|22,,False,1.007
paper_tab:2d274c93901c193cf7ad227ab28b1436c5f410af,What are the baselines that Masque is compared against?,paper_tab,1901.02262.pdf,True,,0.7777777777777778,0.42592592592592593,0.5476190476190476,1.0,3,,0.011235955056179775,54,,30,3,1|7,,False,1.085
paper_tab:2d4d0735c50749aa8087d1502ab7499faa2f0dd8,By how much do they outperform previous state-of-the-art models?,paper_tab,1908.05434.pdf,True,,0.8901734104046243,0.0,0.0,,0,,0.0,173,,30,0,,,False,1.043
paper_tab:2ddb51b03163d309434ee403fef42d6b9aecc458,what were the baselines?,paper_tab,1904.03288.pdf,True,,0.8,0.0,0.0,,0,,0.0,70,,30,0,,,False,1.009
paper_tab:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,Does the paper report the performance of a baseline model on South African languages LID?,paper_tab,1911.07555.pdf,True,,0.5961538461538461,0.38461538461538464,0.6451612903225807,1.0,3,,0.0,52,,28,3,1|2|4,,False,1.038
paper_tab:30803eefd7cdeb721f47c9ca72a5b1d750b8e03b,How well does their system perform on the development set of SRE?,paper_tab,1611.00514.pdf,True,,0.74375,0.31875,0.42857142857142855,1.0,2,,0.008695652173913044,160,,30,2,1,,False,1.03
paper_tab:327e6c6609fbd4c6ae76284ca639951f03eb4a4c,By how much is performance on CN-Celeb inferior to performance on VoxCeleb?,paper_tab,1911.01799.pdf,True,,0.75,0.65,0.8666666666666667,1.0,2,2.0,0.0,20,,24,3,1|4,,True,1.035
paper_tab:32a3c248b928d4066ce00bbb0053534ee62596e7,What is MSD prediction?,paper_tab,1809.01541.pdf,True,,0.8076923076923077,0.44871794871794873,0.5555555555555556,1.0,3,,0.02459016393442623,78,,30,3,3|4|5,,False,1.019
paper_tab:34dd0ee1374a3afd16cf8b0c803f4ef4c6fec8ac,What are the comparable alternative architectures?,paper_tab,1603.00968.pdf,True,,0.8764705882352941,0.25882352941176473,0.2953020134228188,1.0,1,,0.009316770186335404,170,,30,1,1,,False,1.108
paper_tab:34fab25d9ceb9c5942daf4ebdab6c5dd4ff9d3db,What dataset did they use?,paper_tab,1911.02821.pdf,True,,0.7294117647058823,0.0,0.0,,0,,0.0,85,,30,0,,,False,0.905
paper_tab:35b3ce3a7499070e9b280f52e2cb0c29b0745380,Does the paper report the performance of the model for each individual language?,paper_tab,2003.08385.pdf,True,,0.9019607843137255,0.0,0.0,,0,,0.0,51,,30,0,,,False,1.084
paper_tab:37e8f5851133a748c4e3e0beeef0d83883117a98,How better is performance of proposed model compared to baselines?,paper_tab,1910.08210.pdf,True,,0.9354838709677419,0.0,0.0,,0,,0.0,31,,30,0,,,False,1.088
paper_tab:384d571e4017628ebb72f3debb2846efaf0cb0cb,On what dataset is Aristo system trained?,paper_tab,1909.01958.pdf,True,,0.6610169491525424,0.3559322033898305,0.5384615384615384,1.0,3,,0.015544041450777202,118,,20,3,4|6,,False,1.01
paper_tab:38c74ab8292a94fc5a82999400ee9c06be19f791,How large is the corpus?,paper_tab,2002.10361.pdf,True,,0.95,0.0,0.0,,0,,0.0,40,,30,0,,,False,1.011
paper_tab:3a9d391d25cde8af3334ac62d478b36b30079d74,Does the paper report macro F1?,paper_tab,2003.07723.pdf,True,,0.7341772151898734,0.0,0.0,,0,,0.0,79,,30,0,,,False,1.026
paper_tab:3f326c003be29c8eac76b24d6bba9608c75aa7ea,What evaluation metric is used?,paper_tab,1908.06083.pdf,True,,0.9111111111111111,0.0,0.0,,0,,0.0,45,,30,0,,,False,1.022
paper_tab:3fb4334e5a4702acd44bd24eb1831bb7e9b98d31,How big are the datasets used?,paper_tab,1909.00361.pdf,True,,0.7745098039215687,0.0,0.0,,0,,0.0,102,,30,0,,,False,0.944
paper_tab:40c0f97c3547232d6aa039fcb330f142668dea4b,Do they evaluate on English only datasets?,paper_tab,1709.10367.pdf,True,,0.42857142857142855,0.0,0.0,,0,,0.0,77,,30,0,,,False,1.079
paper_tab:40e3639b79e2051bf6bce300d06548e7793daee0,Did they compare against other systems?,paper_tab,1901.04899.pdf,True,,0.6976744186046512,0.0,0.0,,0,,0.0,43,,30,0,,,False,1.07
paper_tab:41173179efa6186eef17c96f7cbd8acb29105b0e,which tasks are used in BLUE benchmark?,paper_tab,1906.05474.pdf,True,,0.8333333333333334,0.8333333333333334,1.0,1.0,3,3.0,0.0,6,,30,3,1|2,,True,1.063
paper_tab:42bc4e0cd0f3e238a4891142f1b84ebcd6594bf1,Which models do they use as baselines on the Atomic dataset?,paper_tab,1909.08824.pdf,True,,0.9080459770114943,0.39080459770114945,0.43037974683544306,2.0,2,,0.022388059701492536,87,,30,2,2,,False,1.096
paper_tab:44c4bd6decc86f1091b5fc0728873d9324cdde4e,How big is the Japanese data?,paper_tab,1909.00694.pdf,False,,1.0,0.0,0.0,,0,,0.0,174,,28,0,,,False,1.013
paper_tab:4547818a3bbb727c4bb4a76554b5a5a7b5c5fedb,what amounts of size were used on german-english?,paper_tab,1905.11901.pdf,True,,0.8439306358381503,0.23121387283236994,0.273972602739726,14.0,1,,0.005865102639296188,173,,30,1,2,,False,1.039
paper_tab:458dbf217218fcab9153e33045aac08a2c8a38c6,"How many texts/datapoints are in the SemEval, TASS and SENTIPOLC datasets?",paper_tab,1612.05270.pdf,False,,1.0,0.0,0.0,,0,,0.0,13,,30,0,,,False,1.066
paper_tab:46570c8faaeefecc8232cfc2faab0005faaba35f,What are the 7 different datasets?,paper_tab,1809.09795.pdf,True,,0.7840909090909091,0.0,0.0,,0,,0.0,88,,30,0,,,False,0.915
paper_tab:46c9e5f335b2927db995a55a18b7c7621fd3d051,How many different phenotypes are present in the dataset?,paper_tab,2003.03044.pdf,True,,0.75,0.39705882352941174,0.5294117647058824,1.0,3,,0.08235294117647059,68,,30,3,1|2|3,,False,0.966
paper_tab:47a30eb4d0d6f5f2ff4cdf6487265a25c1b18fd8,Does the system trained only using XR loss outperform the fully supervised neural system?,paper_tab,1909.00430.pdf,True,,0.9404761904761905,0.5,0.5316455696202532,1.0,3,,0.018691588785046728,84,,30,3,2|7|8,,False,1.053
paper_tab:4a4616e1a9807f32cca9b92ab05e65b05c2a1bf5,What were the sizes of the test sets?,paper_tab,1905.07464.pdf,False,,1.0,0.0,0.0,,0,,0.0,124,,30,0,,,False,0.939
paper_tab:4a8bceb3b6d45f14c4749115d6aa83912f0b0a6e,Do they evaluate only on English datasets?,paper_tab,1807.07961.pdf,True,,0.41013824884792627,0.0,0.0,,0,,0.0,217,,30,0,,,False,1.088
paper_tab:4d706ce5bde82caf40241f5b78338ea5ee5eb01e,What are the black-box probes used?,paper_tab,1908.11047.pdf,True,,0.819047619047619,0.3523809523809524,0.4302325581395349,11.0,1,,0.13194444444444445,105,,30,1,4,,False,0.928
paper_tab:4f243056e63a74d1349488983dc1238228ca76a7,Do they list all the named entity types present?,paper_tab,2003.12218.pdf,True,,0.8571428571428571,0.5714285714285714,0.6666666666666666,8.0,3,,0.0,14,,22,3,1|2,,False,0.932
paper_tab:50716cc7f589b9b9f3aca806214228b063e9695b,What language technologies have been introduced in the past?,paper_tab,1912.03457.pdf,True,,0.891156462585034,0.4557823129251701,0.5114503816793893,1.0,3,,0.125,147,,23,3,1|4|6,,False,1.006
paper_tab:52f9cd05d8312ae3c7a43689804bac63f7cac34b,Do the authors hypothesize that humans' robustness to noise is due to their general knowledge?,paper_tab,1809.03449.pdf,True,,0.7934782608695652,0.5,0.6301369863013699,1.0,3,,0.24566473988439305,184,,30,3,1|2,,False,1.109
paper_tab:53377f1c5eda961e438424d71d16150e669f7072,Which state-of-the-art model is surpassed by 9.68% attraction score?,paper_tab,2004.01980.pdf,True,,0.81,0.53,0.654320987654321,1.0,3,,0.1524390243902439,100,,30,3,1|7,,False,1.156
paper_tab:572458399a45fd392c3a4e07ce26dcff2ad5a07d,How much more accurate is the model than the baseline?,paper_tab,1912.00864.pdf,True,,0.8352941176470589,0.0,0.0,,0,,0.0,170,,30,0,,,False,1.054
paper_tab:57f23dfc264feb62f45d9a9e24c60bd73d7fe563,what is the size of the augmented dataset?,paper_tab,1811.12254.pdf,True,,0.4619883040935672,0.18128654970760233,0.3924050632911392,6.0,2,,0.0,171,,30,2,1|7,,False,0.894
paper_tab:58f50397a075f128b45c6b824edb7a955ee8cba1,How many shared layers are in the system?,paper_tab,2002.06424.pdf,True,,0.8125,0.625,0.7692307692307693,5.0,3,,0.0,16,,30,3,2|3|6,,True,1.035
paper_tab:5a23f436a7e0c33e4842425cf86d5fd8ba78ac92,How big is dataset used?,paper_tab,2004.01878.pdf,True,,0.375,0.0,0.0,,0,,0.0,8,,30,0,,,False,0.94
paper_tab:5a65ad10ff954d0f27bb3ccd9027e3d8f7f6bb76,Which other approaches do they compare their model with?,paper_tab,1904.10503.pdf,True,,0.9101123595505618,0.0,0.0,,0,,0.0,89,,30,0,,,False,1.033
paper_tab:5a9f94ae296dda06c8aec0fb389ce2f68940ea88,By how much does their method outperform the multi-head attention model?,paper_tab,1804.08050.pdf,True,,0.8333333333333334,0.16666666666666666,0.19999999999999998,2.0,1,,0.0,6,,30,3,1|4,,False,0.98
paper_tab:5bc1dc6ebcb88fd0310b21d2a74939e35a4c1a11,What are the languages they use in their experiment?,paper_tab,2004.04721.pdf,True,,0.8375,0.0,0.0,,0,,0.0,160,,30,0,,,False,0.986
paper_tab:5c90e1ed208911dbcae7e760a553e912f8c237a5,How big are the datasets?,paper_tab,1911.00069.pdf,True,,0.9333333333333333,0.0,0.0,,0,,0.0,75,,30,0,,,False,0.949
paper_tab:5dfa59c116e0ceb428efd99bab19731aa3df4bbd,How many natural language explanations are human-written?,paper_tab,2004.03744.pdf,True,,0.9512195121951219,0.5365853658536586,0.5641025641025642,1.0,3,,0.09090909090909091,41,,29,3,1|4|5,,False,1.093
paper_tab:5e5460ea955d8bce89526647dd7c4f19b173ab34,How many of the utterances are transcribed?,paper_tab,2001.08051.pdf,True,,0.8392857142857143,0.6428571428571429,0.7659574468085106,3.0,3,,0.23943661971830985,56,,30,3,4|5|6,,True,1.04
paper_tab:5e9732ff8595b31f81740082333b241d0a5f7c9a,How much better were results of the proposed models than base LSTM-RNN model?,paper_tab,2001.05467.pdf,True,,0.9230769230769231,0.34615384615384615,0.37499999999999994,2.0,1,,0.0,52,,30,1,2,,False,1.06
paper_tab:5eda469a8a77f028d0c5f1acd296111085614537,what language pairs are explored?,paper_tab,1912.01214.pdf,True,,0.9098360655737705,0.0,0.0,,0,,0.0,122,,25,0,,,False,1.015
paper_tab:5fa36dc8f7c4e65acb962fc484989d20b8fdaeec,Do they report results only on English data?,paper_tab,1901.08079.pdf,True,,0.8,0.0,0.0,,0,,0.0,10,,25,0,,,False,0.962
paper_tab:5fa464a158dc8abf7cef8ca7d42a7080670c1edd,Is audio data per language balanced in dataset?,paper_tab,1912.06670.pdf,True,,0.8375,0.15625,0.18656716417910446,11.0,1,,0.0,160,,30,1,4,,False,1.003
paper_tab:603fee7314fa65261812157ddfc2c544277fcf90,How larger are the training sets of these versions of ELMo compared to the previous ones?,paper_tab,1911.10049.pdf,True,,0.8451612903225807,0.5741935483870968,0.6793893129770993,1.0,3,,0.20714285714285716,155,,21,3,1|2|6,,False,1.002
paper_tab:63403ffc0232ff041f3da8fa6c30827cfd6404b7,What is the metric used with WIKIHOP?,paper_tab,1808.09920.pdf,True,,0.9444444444444444,0.6296296296296297,0.6666666666666667,1.0,3,,0.015384615384615385,54,,28,3,5|12,,False,1.055
paper_tab:63496705fff20c55d4b3d8cdf4786f93e742dd3d,Do they compare DeepER against other approaches?,paper_tab,1605.08675.pdf,True,,0.9629629629629629,0.6296296296296297,0.6538461538461539,1.0,2,,0.07407407407407407,27,,7,3,1|17|21,,False,0.86
paper_tab:66125cfdf11d3bf8e59728428e02021177142c3a,How they demonstrate that language-neutral component is sufficiently general in terms of modeling semantics to allow high-accuracy word-alignment?,paper_tab,1911.03310.pdf,True,,0.7131782945736435,0.4573643410852713,0.6413043478260869,1.0,3,,0.10550458715596331,129,,30,3,1|4,,False,1.121
paper_tab:664db503509b8236bc4d3dc39cebb74498365750,What is quantitative improvement of proposed method (the best variant) w.r.t. baseline (the best variant)?,paper_tab,1912.10011.pdf,True,,0.9468085106382979,0.0,0.0,,0,,0.0,94,,30,0,,,False,1.093
paper_tab:67b66fe67a3cb2ce043070513664203e564bdcbd,What baselines do they compare with?,paper_tab,1909.00175.pdf,True,,0.8125,0.0,0.0,,0,,0.0,16,,30,0,,,False,1.026
paper_tab:68e3f3908687505cb63b538e521756390c321a1c,What is the performance difference of using a generated summary vs. a user-written one?,paper_tab,1911.02711.pdf,True,,0.7752808988764045,0.43820224719101125,0.5652173913043479,1.0,3,,0.034161490683229816,178,,24,3,2|7|8,,False,1.004
paper_tab:6a14379fee26a39631aebd0e14511ce3756e42ad,What BERT models are used?,paper_tab,1908.06264.pdf,True,,0.7692307692307693,0.0,0.0,,0,,0.0,13,,30,0,,,False,1.009
paper_tab:6aaf12505add25dd133c7b0dafe8f4fe966d1f1d,what previous RNN models do they compare with?,paper_tab,1808.09029.pdf,True,,0.9166666666666666,0.0,0.0,,0,,0.0,48,,30,0,,,False,1.076
paper_tab:6b7354d7d715bad83183296ce2f3ddf2357cb449,Which basic neural architecture perform best by itself?,paper_tab,1909.06162.pdf,False,,1.0,0.0,0.0,,0,,0.0,17,,30,0,,,False,1.082
paper_tab:6b91fe29175be8cd8f22abf27fb3460e43b9889a,what genres do they songs fall under?,paper_tab,2003.05377.pdf,True,,0.45348837209302323,0.12790697674418605,0.2820512820512821,1.0,3,,0.0,86,,26,3,2|3|7,,False,0.978
paper_tab:6baf5d7739758bdd79326ce8f50731c785029802,Which four languages do they experiment with?,paper_tab,2003.07996.pdf,True,,0.9,0.4,0.4444444444444445,24.0,1,,0.0,10,,30,1,6,,False,1.073
paper_tab:6ce057d3b88addf97a30cb188795806239491154,What models are included in baseline benchmarking results?,paper_tab,2002.05829.pdf,True,,0.7868852459016393,0.0,0.0,,0,,0.0,61,,30,0,,,False,1.094
paper_tab:6e8c587b6562fafb43a7823637b84cd01487059a,How much is the BLEU score?,paper_tab,1707.00110.pdf,True,,0.7894736842105263,0.2631578947368421,0.3333333333333333,16.0,1,,0.0,19,,30,1,4,,False,0.985
paper_tab:6e97c06f998f09256be752fa75c24ba853b0db24,How do the authors measure performance?,paper_tab,1812.06705.pdf,True,,0.8611111111111112,0.0,0.0,,0,,0.0,36,,30,0,,,False,0.978
paper_tab:701571680724c05ca70c11bc267fb1160ea1460a,Does the method achieve sota performance on this dataset?,paper_tab,1806.11432.pdf,True,,0.6527777777777778,0.0,0.0,,0,,0.0,144,,30,0,,,False,1.074
paper_tab:70e9210fe64f8d71334e5107732d764332a81cb1,what is the state of the art on WSJ?,paper_tab,1812.06864.pdf,True,,0.6842105263157895,0.5,0.7307692307692307,1.0,3,,0.21844660194174756,114,,30,3,1|3,,True,0.987
paper_tab:71ba1b09bb03f5977d790d91702481cc406b3767,What is the performance of the baseline?,paper_tab,2003.08385.pdf,True,,0.9333333333333333,0.0,0.0,,0,,0.0,15,,30,0,,,False,0.907
paper_tab:71d59c36225b5ee80af11d3568bdad7425f17b0c,How much better was the BLSTM-CNN-CRF than the BLSTM-CRF?,paper_tab,1911.07228.pdf,False,,1.0,0.0,0.0,,0,,0.0,31,,30,0,,,False,0.936
paper_tab:74fb77a624ea9f1821f58935a52cca3086bb0981,What is the size of the new dataset?,paper_tab,1902.09666.pdf,True,,0.7723214285714286,0.16517857142857142,0.21387283236994217,8.0,1,,0.002028397565922921,224,,30,1,1,,False,0.914
paper_tab:761de1610e934189850e8fda707dc5239dd58092,what was the baseline?,paper_tab,1907.03060.pdf,True,,0.831081081081081,0.0,0.0,,0,,0.0,148,,30,0,,,False,0.844
paper_tab:76ed74788e3eb3321e646c48ae8bf6cdfe46dca1,what linguistics features are used?,paper_tab,2002.01207.pdf,True,,0.9333333333333333,0.3142857142857143,0.336734693877551,27.0,1,,0.013071895424836602,105,,30,1,14,,False,1.034
paper_tab:7975c3e1f61344e3da3b38bb12e1ac6dcb153a18,What are the effects of diverse versions of pertained word embeddings?,paper_tab,1603.04513.pdf,True,,0.946236559139785,0.44086021505376344,0.4659090909090909,1.0,3,,0.030612244897959183,186,,30,3,1|3|9,,False,1.047
paper_tab:79ed71a3505cf6f5e8bf121fd7ec1518cab55cae,How do they damage different neural modules?,paper_tab,2002.08899.pdf,True,,0.8208955223880597,0.6268656716417911,0.7636363636363637,1.0,3,,0.2625,67,,30,3,1|4,,True,1.068
paper_tab:7f5ab9a53aef7ea1a1c2221967057ee71abb27cb,Do they compare executionttime of their model against other models?,paper_tab,1911.02086.pdf,True,,0.7981651376146789,0.3486238532110092,0.4367816091954023,13.0,1,,0.04597701149425287,109,,30,1,4,,False,1.101
paper_tab:8434974090491a3c00eed4f22a878f0b70970713,How big is their model?,paper_tab,1902.09314.pdf,True,,0.8148148148148148,0.0,0.0,,0,,0.0,54,,30,0,,,False,0.957
paper_tab:85912b87b16b45cde79039447a70bd1f6f1f8361,How large is the corpus they use?,paper_tab,1804.08050.pdf,True,,0.6666666666666666,0.0,0.0,,0,,0.0,6,,30,0,,,False,1.041
paper_tab:85abd60094c92eb16f39f861c6de8c2064807d02,What are the different bilingual models employed?,paper_tab,1910.05154.pdf,True,,0.4228855721393035,0.30845771144278605,0.7294117647058823,2.0,3,,0.07363420427553444,201,,30,3,1|2|4,,True,1.078
paper_tab:897ba53ef44f658c128125edd26abf605060fb13,"Do they test their framework performance on commonly used language pairs, such as English-to-German?",paper_tab,1611.04798.pdf,True,,0.9081632653061225,0.37755102040816324,0.41573033707865165,1.0,1,,0.012269938650306749,98,,30,1,6,,False,1.09
paper_tab:8a871b136ccef78391922377f89491c923a77730,What are the baseline state of the art models?,paper_tab,2001.06888.pdf,True,,0.6666666666666666,0.0,0.0,,0,,0.0,12,,30,0,,,False,1.068
paper_tab:8ad815b29cc32c1861b77de938c7269c9259a064,What languages are represented in the dataset?,paper_tab,1910.06748.pdf,True,,0.8152173913043478,0.5652173913043478,0.6933333333333334,8.0,2,,0.2913907284768212,92,,30,2,1|4,,False,0.98
paper_tab:8cc56fc44136498471754186cfa04056017b4e54,By how much does their system outperform the lexicon-based models?,paper_tab,1809.04960.pdf,True,,0.9097744360902256,0.0,0.0,,0,,0.0,133,,30,0,,,False,1.101
paper_tab:8e2b125426d1220691cceaeaf1875f76a6049cbd,By how much do they improve the accuracy of inferences over state-of-the-art methods?,paper_tab,1909.08824.pdf,True,,0.8356164383561644,0.2054794520547945,0.2459016393442623,5.0,1,,0.017094017094017096,73,,30,1,1,,False,1.106
paper_tab:907b3af3cfaf68fe188de9467ed1260e52ec6cf1,What were their distribution results?,paper_tab,1712.05999.pdf,True,,0.9375,0.65625,0.7,1.0,1,,0.3157894736842105,64,,30,1,4,,True,1.015
paper_tab:9176d2ba1c638cdec334971c4c7f1bb959495a8e,What are the source and target domains?,paper_tab,1809.00530.pdf,True,,0.8875,0.34375,0.38732394366197187,2.0,3,,0.02903225806451613,160,,19,3,1,,False,0.918
paper_tab:9349acbfce95cb5d6b4d09ac626b55a9cb90e55e,What are the citation intent labels in the datasets?,paper_tab,1904.01608.pdf,True,,0.9411764705882353,0.8823529411764706,0.9375,1.0,1,1.0,0.6666666666666666,17,,20,3,2|4|5,,True,0.941
paper_tab:93b299acfb6fad104b9ebf4d0585d42de4047051,Which datasets are used?,paper_tab,1901.09755.pdf,True,,0.9447852760736196,0.26380368098159507,0.2792207792207792,7.0,1,,0.012944983818770227,163,,30,1,5,,False,1.039
paper_tab:9555aa8de322396a16a07a5423e6a79dcd76816a,By how much does their model outperform both the state-of-the-art systems?,paper_tab,1611.03382.pdf,True,,0.7473684210526316,0.0,0.0,,0,,0.0,95,,30,0,,,False,1.067
paper_tab:957bda6b421ef7d2839c3cec083404ac77721f14,What stylistic features are used to detect drunk texts?,paper_tab,1610.00879.pdf,True,,0.8181818181818182,0.6363636363636364,0.7777777777777777,1.0,2,,0.1111111111111111,11,,25,3,1|4|5,,True,1.036
paper_tab:9776156fc93daa36f4613df591e2b49827d25ad2,"By how much, the proposed method improves BiDAF and DCN on SQuAD dataset?",paper_tab,1803.09230.pdf,False,,1.0,0.0,0.0,,0,,0.0,8,,30,0,,,False,1.014
paper_tab:98eb245c727c0bd050d7686d133fa7cd9d25a0fb,Was evaluation metrics and criteria were used to evaluate the output of the cascaded multimodal speech translation?,paper_tab,1910.13215.pdf,True,,0.8617021276595744,0.2765957446808511,0.3209876543209877,1.0,3,,0.013793103448275862,94,,30,3,1|6,,False,1.057
paper_tab:999b20dc14cb3d389d9e3ba5466bc3869d2d6190,What is the latest paper covered by this survey?,paper_tab,1905.08949.pdf,True,,0.96875,0.0,0.0,,0,,0.0,32,,30,0,,,False,1.054
paper_tab:9adcc8c4a10fa0d58f235b740d8d495ee622d596,How many additional task-specific layers are introduced?,paper_tab,2002.06424.pdf,True,,0.8125,0.375,0.46153846153846156,1.0,2,,0.0,16,,22,3,1|3,,False,0.99
